molecule_chembl_id,canonical_smiles,bao_format,assay_type,activity_comment,pchembl_value,potential_duplicate
CHEMBL5185975,O=C(Cc1cccc2ccccc12)Nc1cccc(O)c1,BAO_0000219,B,,,0
CHEMBL5176529,O=C(Cc1ccc2ccccc2c1)Nc1cccc(O)c1,BAO_0000219,B,,5.79,0
CHEMBL5172367,CS(=O)(=O)Nc1ccc(CC(=O)Nc2cccc(O)c2)cc1,BAO_0000219,B,,,0
CHEMBL5205443,CC(=O)Nc1ccc(CC(=O)Nc2cccc(O)c2)cc1,BAO_0000219,B,,5.44,0
CHEMBL5192979,O=C(Cc1ccc([N+](=O)[O-])cc1)Nc1cccc(O)c1,BAO_0000219,B,,,0
CHEMBL5196080,CS(=O)(=O)c1ccc(CC(=O)Nc2cccc(O)c2)cc1,BAO_0000219,B,,,0
CHEMBL5209496,O=C(Cc1ccc(OC(F)F)cc1)Nc1cccc(O)c1,BAO_0000219,B,,6.42,0
CHEMBL5203191,O=C(Cc1ccc(OC(F)(F)F)cc1)Nc1cccc(O)c1,BAO_0000219,B,,5.63,0
CHEMBL5204941,O=C(Cc1ccc(C(F)(F)F)cc1)Nc1cccc(O)c1,BAO_0000219,B,,5.96,0
CHEMBL5197960,O=C(Cc1ccc(Br)cc1)Nc1cccc(O)c1,BAO_0000219,B,,6.19,0
CHEMBL5190096,O=C(Cc1ccc(Cl)cc1)Nc1cccc(O)c1,BAO_0000219,B,,5.4,0
CHEMBL5176442,O=C(Cc1ccc(F)cc1)Nc1cccc(O)c1,BAO_0000219,B,,,0
CHEMBL5184988,O=C(Cc1ccc(-c2ccccc2)cc1)Nc1cccc(O)c1,BAO_0000219,B,,,0
CHEMBL5190030,CCCCCc1ccc(CC(=O)Nc2cccc(O)c2)cc1,BAO_0000219,B,,,0
CHEMBL5202880,COc1ccc(CC(=O)Nc2cccc(N)c2)cc1,BAO_0000219,B,,,0
CHEMBL5192602,COC(=O)c1cccc(NC(=O)Cc2ccc(OC)cc2)c1,BAO_0000219,B,,,0
CHEMBL5197222,COc1ccc(CC(=O)Nc2cccc(C(=O)O)c2)cc1,BAO_0000219,B,,,0
CHEMBL5198156,COc1ccc(CC(=O)Nc2ccccc2)cc1,BAO_0000219,B,,,0
CHEMBL5172364,COc1ccc(CC(=O)Nc2cccc(B(O)O)c2)cc1,BAO_0000219,B,,5.5,0
CHEMBL5208173,CC(C)(C)c1ccc(CC(=O)Nc2cccc(O)c2)cc1,BAO_0000219,B,,4.91,0
CHEMBL5196575,CC(C)c1ccc(CC(=O)Nc2cccc(O)c2)cc1,BAO_0000219,B,,6.75,0
CHEMBL5207805,CCCc1ccc(CC(=O)Nc2cccc(O)c2)cc1,BAO_0000219,B,,5.66,0
CHEMBL5172825,Cc1ccc(CC(=O)Nc2cccc(O)c2)cc1,BAO_0000219,B,,5.55,0
CHEMBL5182880,O=C(Cc1ccc(OCc2ccccc2)cc1)Nc1cccc(O)c1,BAO_0000219,B,,,0
CHEMBL5201588,CCOc1ccc(CC(=O)Nc2cccc(O)c2)cc1,BAO_0000219,B,,6.41,0
CHEMBL5170851,O=C(Cc1ccc(O)cc1)Nc1cccc(O)c1,BAO_0000219,B,,,0
CHEMBL5182226,COc1cccc(CC(=O)Nc2cccc(O)c2)c1,BAO_0000219,B,,,0
CHEMBL5204151,COc1ccccc1CC(=O)Nc1cccc(O)c1,BAO_0000219,B,,,0
CHEMBL211693,O=C(Cc1ccccc1)Nc1cccc(O)c1,BAO_0000219,B,,,0
CHEMBL5169525,COc1ccc(CC(=O)Nc2ccc3c(c2)OC(F)(F)O3)cc1,BAO_0000219,B,,,0
CHEMBL5208282,COc1ccc(CC(=O)Nc2ccc3c(c2)CNC3=O)cc1,BAO_0000219,B,,,0
CHEMBL5183967,COc1ccc(CC(=O)Nc2ccc3c(c2)C(=O)NC3)cc1,BAO_0000219,B,,,0
CHEMBL5206185,COc1ccc(CC(=O)Nc2ccc3c(c2)COC3=O)cc1,BAO_0000219,B,,,0
CHEMBL5187588,COc1ccc(CC(=O)Nc2cccc(C(C)=O)c2)cc1,BAO_0000219,B,,,0
CHEMBL5184600,COc1ccc(CC(=O)Nc2ccc3c(c2)C(=O)OC3)cc1,BAO_0000219,B,,,0
CHEMBL5205278,COc1ccc(CC(=O)Nc2ccc3c(c2)C(=O)CC3)cc1,BAO_0000219,B,,,0
CHEMBL5183946,COc1ccc(CC(=O)Nc2ccc3c(c2)COC3)cc1,BAO_0000219,B,,,0
CHEMBL5175503,COc1ccc(CC(=O)Nc2ccc3ncoc3c2)cc1,BAO_0000219,B,,,0
CHEMBL5181840,COc1ccc(CC(=O)Nc2cccc(OC(F)F)c2)cc1,BAO_0000219,B,,,0
CHEMBL5190221,COc1ccc(CC(=O)Nc2cccc(OC(F)(F)F)c2)cc1,BAO_0000219,B,,,0
CHEMBL4441031,COc1ccc(CC(=O)Nc2cccc(C(F)(F)F)c2)cc1,BAO_0000219,B,,,0
CHEMBL5192177,COc1ccc(CC(=O)Nc2cccc(Br)c2)cc1,BAO_0000219,B,,,0
CHEMBL5202864,COc1ccc(CC(=O)Nc2cccc(Cl)c2)cc1,BAO_0000219,B,,,0
CHEMBL5189326,COc1ccc(CC(=O)Nc2cccc(F)c2)cc1,BAO_0000219,B,,,0
CHEMBL5192338,COc1ccc(CC(=O)Nc2cccc([N+](=O)[O-])c2)cc1,BAO_0000219,B,,,0
CHEMBL5204576,COc1ccc(CC(=O)Nc2cccc(C)c2)cc1,BAO_0000219,B,,,0
CHEMBL5178097,COc1ccc(CC(=O)Nc2ccc3c(c2)B(O)OC3)cc1,BAO_0000219,B,,,0
CHEMBL5173470,COc1ccc(CC(=O)Nc2cccc(C(C)(C)O)c2)cc1,BAO_0000219,B,,,0
CHEMBL5169347,COc1ccc(CC(=O)Nc2cccc(CO)c2)cc1,BAO_0000219,B,,,0
CHEMBL5196699,COc1ccc(CC(=O)Nc2cccc(OC)c2)cc1,BAO_0000219,B,,,0
CHEMBL1802309,COc1ccc(CC(=O)Nc2ccc(O)cc2)cc1,BAO_0000219,B,,,0
CHEMBL5176135,COc1ccc(CC(=O)Nc2ccccc2O)cc1,BAO_0000219,B,,,0
CHEMBL5186980,COc1ccc(CC(=O)Nc2cccc(O)c2)cc1,BAO_0000219,B,,6.62,0
CHEMBL5197119,COc1ccc(CC(=O)Nc2cccc(S(N)(=O)=O)c2)cc1,BAO_0000219,B,,,0
CHEMBL5187380,O=C(Cc1cc2ccccc2[nH]1)Nc1cccc(O)c1,BAO_0000219,B,,4.88,0
CHEMBL5196600,O=C(Cc1cccc2[nH]ccc12)Nc1cccc(O)c1,BAO_0000219,B,,,0
CHEMBL5171597,O=C(Cc1c[nH]c2ccccc12)Nc1cccc(O)c1,BAO_0000219,B,,,0
CHEMBL5180006,O=C(Cn1ccc2ccccc21)Nc1cccc(O)c1,BAO_0000219,B,,,0
CHEMBL5205674,O=C(Nc1cccc(O)c1)c1ccc2cc[nH]c2c1,BAO_0000219,B,,,0
CHEMBL5186642,O=C(Cc1ccc2cc[nH]c2c1)NCc1cccc(O)c1,BAO_0000219,B,,5.38,0
CHEMBL5192251,O=C(NCc1ccc2cc[nH]c2c1)c1cccc(O)c1,BAO_0000219,B,,,0
CHEMBL5169914,CN(C(=O)Cc1ccc2cc[nH]c2c1)c1cccc(O)c1,BAO_0000219,B,,5.15,0
CHEMBL5180041,O=C(Cc1ccc2cc[nH]c2c1)Nc1cccc(O)c1,BAO_0000219,B,,7.01,0
CHEMBL5180041,O=C(Cc1ccc2cc[nH]c2c1)Nc1cccc(O)c1,BAO_0000219,B,,7.24,0
CHEMBL5190936,Cc1cc(=O)n2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2n1C,BAO_0000219,B,,,0
CHEMBL5173382,Cc1ccn2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2n1,BAO_0000219,B,,,0
CHEMBL5207612,Cc1cc2[nH]c(Nc3c4c(cc5c3CCC5)CCC4)nn2c(=O)n1,BAO_0000219,B,,,0
CHEMBL5182012,Cc1c[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn2c1=O,BAO_0000219,B,,,0
CHEMBL5203371,Cc1[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn2c(=O)c1C,BAO_0000219,B,,,0
CHEMBL5174347,Cc1[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn2c(=O)c1Cc1ccccc1,BAO_0000219,B,,,0
CHEMBL5186145,COc1c(C)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn2c1=O,BAO_0000219,B,,,0
CHEMBL5188716,Cc1[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn2c(=O)c1C#N,BAO_0000219,B,,,0
CHEMBL5176441,CCc1cc(=O)n2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2[nH]1,BAO_0000219,B,,5.06,0
CHEMBL5172161,COCCc1cc(=O)n2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2[nH]1,BAO_0000219,B,,5.55,0
CHEMBL5186834,O=c1cc(Cc2ccccc2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,BAO_0000219,B,,5.75,0
CHEMBL5203089,O=c1cc(CCc2ccccc2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,BAO_0000219,B,,5.47,0
CHEMBL5203803,O=c1cc(C2CCOCC2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,BAO_0000219,B,,5.2,0
CHEMBL5169534,O=c1cc(C2CCNCC2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,BAO_0000219,B,,,0
CHEMBL5171938,CN1CCC(c2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)CC1,BAO_0000219,B,,,0
CHEMBL5189790,O=c1cc(C2CCCNC2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,BAO_0000219,B,,,0
CHEMBL5202277,CN1CCCC(c2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)C1,BAO_0000219,B,,5.31,0
CHEMBL5172572,O=c1cc(CC2CCCCC2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,BAO_0000219,B,,5.35,0
CHEMBL5207651,COc1ccc(Cc2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)cc1,BAO_0000219,B,,5.52,0
CHEMBL5174336,O=c1cc(Cc2ccccc2Cl)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,BAO_0000219,B,Nd(Insoluble),,0
CHEMBL5177768,O=c1cc(Cc2cccc(Cl)c2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,BAO_0000219,B,,5.55,0
CHEMBL5171049,O=c1cc(Cc2ccc(Cl)cc2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,BAO_0000219,B,,5.0,0
CHEMBL5193439,N#Cc1ccccc1Cc1cc(=O)n2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2[nH]1,BAO_0000219,B,Nd(Insoluble),,0
CHEMBL5208022,N#Cc1cccc(Cc2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)c1,BAO_0000219,B,,5.62,0
CHEMBL5192873,N#Cc1ccc(Cc2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)cc1,BAO_0000219,B,,5.8,0
CHEMBL5175650,Cc1ccccc1Cc1cc(=O)n2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2[nH]1,BAO_0000219,B,,5.4,0
CHEMBL5203319,O=c1cc(Cc2ccccc2F)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,BAO_0000219,B,,5.43,0
CHEMBL5200838,O=c1cc(Cc2ccccn2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,BAO_0000219,B,,6.58,0
CHEMBL5207270,O=c1cc(Cc2cccnc2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,BAO_0000219,B,,5.47,0
CHEMBL5205326,O=c1cc(Cc2ccncc2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,BAO_0000219,B,,5.24,0
CHEMBL5199318,O=c1cc(Cc2ncccn2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,BAO_0000219,B,,5.77,0
CHEMBL5207526,O=c1cc(CC2CCOC2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,BAO_0000219,B,,5.3,0
CHEMBL5205427,O=c1cc(CC2CCCCO2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,BAO_0000219,B,,5.72,0
CHEMBL5174838,O=c1cc(CC2CCOCC2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,BAO_0000219,B,,5.47,0
CHEMBL5176716,O=c1cc(CN2CCOCC2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,BAO_0000219,B,,5.11,0
CHEMBL5192039,O=c1cc(CC2CNCCO2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,BAO_0000219,B,,4.7,0
CHEMBL5186769,CN1CCOC(Cc2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)C1,BAO_0000219,B,,5.06,0
CHEMBL5203357,O=c1cc(CC2COCCN2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,BAO_0000219,B,,5.27,0
CHEMBL5174663,CN1CCOCC1Cc1cc(=O)n2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2[nH]1,BAO_0000219,B,,5.22,0
CHEMBL5208497,CN1CCN(Cc2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)CC1,BAO_0000219,B,,,0
CHEMBL5197427,Cn1nccc1Cc1cc(=O)n2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2[nH]1,BAO_0000219,B,,5.7,0
CHEMBL5204527,Cn1ccc(Cc2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)n1,BAO_0000219,B,,5.75,0
CHEMBL5198440,Cn1cc(Cc2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)cn1,BAO_0000219,B,,5.31,0
CHEMBL5169601,Cn1cnc(Cc2cc(=O)n3nc(Nc4c5c(cc6c4CCC6)CCC5)nc3[nH]2)c1,BAO_0000219,B,,5.26,0
CHEMBL5185377,Cn1cncc1Cc1cc(=O)n2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2[nH]1,BAO_0000219,B,,4.8,0
CHEMBL5195278,Cc1cc(=S)n2nc(Nc3c4c(cc5c3CCC5)CCC4)nc2[nH]1,BAO_0000219,B,,6.22,0
CHEMBL5196139,S=c1cc(Cc2ccccn2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,BAO_0000219,B,,7.89,0
CHEMBL5185500,S=c1cc(CC2CCCCO2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,BAO_0000219,B,,6.89,0
CHEMBL5200838,O=c1cc(Cc2ccccn2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,BAO_0000221,B,,,0
CHEMBL5205427,O=c1cc(CC2CCCCO2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,BAO_0000221,B,,,0
CHEMBL5196139,S=c1cc(Cc2ccccn2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,BAO_0000221,B,,5.82,0
CHEMBL5185500,S=c1cc(CC2CCCCO2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,BAO_0000221,B,,5.05,0
CHEMBL5200838,O=c1cc(Cc2ccccn2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,BAO_0000219,B,,6.62,0
CHEMBL5205427,O=c1cc(CC2CCCCO2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,BAO_0000219,B,,5.89,0
CHEMBL5196139,S=c1cc(Cc2ccccn2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,BAO_0000219,B,,7.47,0
CHEMBL5185500,S=c1cc(CC2CCCCO2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,BAO_0000219,B,,6.72,0
CHEMBL5219690,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1nccs1,BAO_0000219,B,,5.44,0
CHEMBL5219226,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnccn1,BAO_0000219,B,,6.02,0
CHEMBL5218938,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccncc1,BAO_0000219,B,,5.81,0
CHEMBL5220818,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cccnc1,BAO_0000219,B,,5.97,0
CHEMBL5219535,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccccn1,BAO_0000219,B,,5.88,0
CHEMBL4640151,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccccc1,BAO_0000219,B,,5.75,0
CHEMBL4802424,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccco1,BAO_0000219,B,,6.36,0
CHEMBL3183703,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1,BAO_0000219,B,,7.54,0
CHEMBL5219688,Cc1ncc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)s1,BAO_0000219,B,,6.37,0
CHEMBL5220890,Cc1nc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cn1C,BAO_0000219,B,,5.64,0
CHEMBL5220827,Cn1nccc1S(=O)(=O)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,5.59,0
CHEMBL5220708,Cn1ccc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1,BAO_0000219,B,,6.47,0
CHEMBL5218858,Cn1cc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cn1,BAO_0000219,B,,6.68,0
CHEMBL5220378,CC(C)n1cc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cn1,BAO_0000219,B,,7.07,0
CHEMBL5219824,Cc1c(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cnn1C,BAO_0000219,B,,5.59,0
CHEMBL5219182,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnn2c1CCCC2,BAO_0000219,B,,6.39,0
CHEMBL5219660,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnn2c1OCCC2,BAO_0000219,B,,7.2,0
CHEMBL5220239,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnn2cccnc12,BAO_0000219,B,,6.37,0
CHEMBL5219249,CN1CCn2ncc(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)c2C1=O,BAO_0000219,B,,5.21,0
CHEMBL5219789,CN[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1,BAO_0000219,B,,8.27,0
CHEMBL5219210,CN[C@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1,BAO_0000219,B,,5.85,0
CHEMBL5220779,CN(C)[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1,BAO_0000219,B,,7.89,0
CHEMBL5218811,COC1CN([C@@H]2COc3c(S(=O)(=O)NC(=O)Nc4c5c(cc6c4CCC6)CCC5)cnn3C2)C1,BAO_0000219,B,,7.92,0
CHEMBL5219385,CN(C)CC1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1,BAO_0000219,B,,5.62,0
CHEMBL5219660,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1cnn2c1OCCC2,BAO_0000221,B,,5.92,0
CHEMBL5219789,CN[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1,BAO_0000221,B,,6.4,0
CHEMBL5219789,CN[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1,BAO_0000219,B,,7.29,0
CHEMBL5219789,CN[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1,BAO_0000219,B,,7.32,0
CHEMBL5219789,CN[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1,BAO_0000219,B,,7.8,0
CHEMBL5219789,CN[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1,BAO_0000221,B,,6.42,0
CHEMBL5219789,CN[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1,BAO_0000221,B,,6.31,0
CHEMBL5219789,CN[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1,BAO_0000221,B,,6.54,0
CHEMBL5219789,CN[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1,BAO_0000219,B,,7.77,0
CHEMBL5219789,CN[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1,BAO_0000219,B,,7.77,0
CHEMBL5219789,CN[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1,BAO_0000219,B,,7.77,0
CHEMBL5279642,Cc1nc(N[C@@H]2CCCN(C)C2)nnc1-c1ccc(C(F)(F)F)cc1O,BAO_0000219,B,,,0
CHEMBL5289544,Cc1nc(N[C@@H]2CCCN(C)C2)nnc1-c1ccc(C2CC2)cc1O,BAO_0000219,B,,,0
CHEMBL5279284,COc1ccc(-c2nnc(N[C@@H]3CCCN(C)C3)nc2C)c(O)c1,BAO_0000219,B,,,0
CHEMBL5268752,Cc1nc(N[C@@H]2CCCN(C)C2)nnc1-c1ccc(Cl)cc1O,BAO_0000219,B,,,0
CHEMBL5268317,Cc1cc(O)c(-c2nnc(N[C@@H]3CCCN(C)C3)nc2C)c(F)c1,BAO_0000219,B,,,0
CHEMBL5288479,COc1cc(O)c(-c2nnc(N[C@@H]3CCCN(C)C3)nc2C)c(F)c1,BAO_0000219,B,,,0
CHEMBL5433167,CCOC(=O)Cn1nc(Cc2ccccc2Cl)oc1=O,BAO_0000219,B,,5.81,0
CHEMBL5435112,O=C(O)Cn1nc(Cc2ccccc2Cl)oc1=O,BAO_0000219,B,,5.73,0
CHEMBL5433167,CCOC(=O)Cn1nc(Cc2ccccc2Cl)oc1=O,BAO_0000219,B,,4.78,0
CHEMBL5435112,O=C(O)Cn1nc(Cc2ccccc2Cl)oc1=O,BAO_0000219,B,,4.49,0
CHEMBL4764712,COC(=O)CNC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,5.75,0
CHEMBL5440302,COC(=O)[C@H]1CCCN1C(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,,0
CHEMBL5403531,COC(=O)[C@@H]1CCCN1C(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,,0
CHEMBL5403699,COC(=O)CN1CC(=O)N(c2c3c(cc4c2CCC4)CCC3)C1=O,BAO_0000219,B,,,0
CHEMBL5419975,CCOC(=O)c1cnc(Nc2c3c(cc4c2CCC4)CCC3)[nH]1,BAO_0000219,B,,,0
CHEMBL5424987,CCOC(=O)c1cnc(Nc2c3c(cc4c2CCC4)CCC3)o1,BAO_0000219,B,,6.03,0
CHEMBL5420580,CCOC(=O)c1coc(Nc2c3c(cc4c2CCC4)CCC3)n1,BAO_0000219,B,,6.09,0
CHEMBL5439021,CCOC(=O)c1nnc(Nc2c3c(cc4c2CCC4)CCC3)o1,BAO_0000219,B,,5.05,0
CHEMBL5422563,CCOC(=O)c1cnc(Nc2c3c(cc4c2CCC4)CCC3)s1,BAO_0000219,B,,,0
CHEMBL5423585,COC(=O)c1ccnc(Nc2c3c(cc4c2CCC4)CCC3)n1,BAO_0000219,B,,,0
CHEMBL5411864,O=C(O)c1cnc(Nc2c3c(cc4c2CCC4)CCC3)o1,BAO_0000219,B,,5.62,0
CHEMBL5440351,NC(=O)c1cnc(Nc2c3c(cc4c2CCC4)CCC3)o1,BAO_0000219,B,,,0
CHEMBL5421427,CNC(=O)c1cnc(Nc2c3c(cc4c2CCC4)CCC3)o1,BAO_0000219,B,,,0
CHEMBL5431145,CS(=O)(=O)NC(=O)c1cnc(Nc2c3c(cc4c2CCC4)CCC3)o1,BAO_0000219,B,,5.17,0
CHEMBL5400639,CN(C)S(=O)(=O)NC(=O)c1cnc(Nc2c3c(cc4c2CCC4)CCC3)o1,BAO_0000219,B,,7.3,0
CHEMBL5394881,CN1CCN(C(=O)c2cnc(Nc3c4c(cc5c3CCC5)CCC4)o2)S1(=O)=O,BAO_0000219,B,,6.52,0
CHEMBL5418666,CN(C)S(=O)(=O)NC(=O)c1coc(Nc2c3c(cc4c2CCC4)CCC3)n1,BAO_0000219,B,,7.32,0
CHEMBL5399281,Cc1ccc2c(c1Nc1nc(C(=O)NS(=O)(=O)N(C)C)co1)CCC2,BAO_0000219,B,,6.82,0
CHEMBL5402176,Cc1ccc(C)c(Nc2nc(C(=O)NS(=O)(=O)N(C)C)co2)c1,BAO_0000219,B,,6.29,0
CHEMBL5397648,CC(C)c1ccc2c(c1Nc1nc(C(=O)NS(=O)(=O)N(C)C)co1)CCC2,BAO_0000219,B,,6.58,0
CHEMBL5408615,Cc1ccc(C(C)C)cc1Nc1nc(C(=O)NS(=O)(=O)N(C)C)co1,BAO_0000219,B,,6.85,0
CHEMBL5424732,Cc1ccc(C(C)(C)C)cc1Nc1nc(C(=O)NS(=O)(=O)N(C)C)co1,BAO_0000219,B,,7.18,0
CHEMBL5440833,Cc1ccc(C2CCC2)cc1Nc1nc(C(=O)NS(=O)(=O)N(C)C)co1,BAO_0000219,B,,6.51,0
CHEMBL5422590,Cc1ccc(C(F)(F)F)cc1Nc1nc(C(=O)NS(=O)(=O)N(C)C)co1,BAO_0000219,B,,7.28,0
CHEMBL5405293,Cc1ccc(C(F)(F)F)nc1Nc1nc(C(=O)NS(=O)(=O)N(C)C)co1,BAO_0000219,B,,6.26,0
CHEMBL5409874,Cc1ccc(C(F)(F)F)cc1Nc1nc(C(=O)NS(=O)(=O)N(C)C(C)C)co1,BAO_0000219,B,,7.62,0
CHEMBL5431129,Cc1ccc(C(F)(F)F)cc1Nc1nc(C(=O)NS(=O)(=O)N2CCCCC2)co1,BAO_0000219,B,,7.38,0
CHEMBL5440660,Cc1ccc(C(F)(F)F)cc1Nc1nc(C(=O)NS(=O)(=O)N2CCOCC2)co1,BAO_0000219,B,,7.42,0
CHEMBL5414296,Cc1ccc(C(F)(F)F)cc1Nc1nc(C(=O)NS(=O)(=O)N2CCCOCC2)co1,BAO_0000219,B,,7.68,0
CHEMBL5419479,CC(=O)N1CCCN(S(=O)(=O)NC(=O)c2coc(Nc3cc(C(F)(F)F)ccc3C)n2)CC1,BAO_0000219,B,,7.18,0
