molecule_chembl_id,canonical_smiles,bao_format,assay_type,activity_comment,pchembl_value,potential_duplicate
CHEMBL4644503,CCOC(=O)N=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccc(C)cc1,BAO_0000219,B,,,0
CHEMBL4635816,CC(=O)N=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccc(C)cc1,BAO_0000219,B,,,0
CHEMBL4644835,Cc1ccc(S(=O)(=NC#N)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1F,BAO_0000219,B,,8.28,0
CHEMBL4643205,N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccc(C#N)cc1,BAO_0000219,B,,7.47,0
CHEMBL4641961,N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1cccc(C#N)c1,BAO_0000219,B,,7.93,0
CHEMBL4646271,N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccncc1,BAO_0000219,B,,6.96,0
CHEMBL4636825,N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1cccnc1,BAO_0000219,B,,7.44,0
CHEMBL4649141,N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccccn1,BAO_0000219,B,,7.64,0
CHEMBL4647321,Cc1ccc(S(=O)(=NC#N)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1,BAO_0000219,B,,,0
CHEMBL4647621,N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccccc1,BAO_0000219,B,,,0
CHEMBL4644835,Cc1ccc(S(=O)(=NC#N)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1F,BAO_0000219,B,,,0
CHEMBL4643205,N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccc(C#N)cc1,BAO_0000219,B,,,0
CHEMBL4641961,N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1cccc(C#N)c1,BAO_0000219,B,,,0
CHEMBL4646271,N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccncc1,BAO_0000219,B,,,0
CHEMBL4636825,N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1cccnc1,BAO_0000219,B,,,0
CHEMBL4649141,N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccccn1,BAO_0000219,B,,,0
CHEMBL4635308,C/C(=N\NS(=O)(=O)c1ccc(C)cc1)c1nc2ccccc2o1,BAO_0000219,B,,4.86,0
CHEMBL4648131,COc1ccc(S(=O)(=O)N/N=C(\C)c2nc3ccccc3o2)cc1,BAO_0000219,B,,5.12,0
CHEMBL129795,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,BAO_0000219,B,,5.0,0
CHEMBL461939,O=C(O)c1ccc(/C=C2\SC(=S)N(c3cccc(C(F)(F)F)c3)C2=O)cc1,BAO_0000019,B,,5.19,0
CHEMBL4649793,CN1CCN(C(=O)c2ccc(/C=C3\SC(=S)N(c4cccc(C(F)(F)F)c4)C3=O)cc2)CC1,BAO_0000019,B,,5.57,0
CHEMBL4636050,O=C(c1ccc(/C=C2\SC(=S)N(c3cccc(C(F)(F)F)c3)C2=O)cc1)N1CCOCC1,BAO_0000019,B,,5.56,0
CHEMBL4643934,O=C(c1ccc(/C=C2\SC(=S)N(c3cccc(C(F)(F)F)c3)C2=O)cc1)N1CCC(O)CC1,BAO_0000019,B,,5.61,0
CHEMBL4634233,CN1CCN(C(=O)c2ccc(/C=C3\SC(=S)N(c4cccc(OC(F)(F)F)c4)C3=O)cc2)CC1,BAO_0000019,B,,5.59,0
CHEMBL4641564,O=C(c1ccc(/C=C2\SC(=S)N(c3cccc(OC(F)(F)F)c3)C2=O)cc1)N1CCOCC1,BAO_0000019,B,,5.5,0
CHEMBL4639190,CN1CCN(C(=O)c2ccc(/C=C3\SC(=S)N(c4cccc([N+](=O)[O-])c4)C3=O)cc2)CC1,BAO_0000019,B,,5.53,0
CHEMBL4642387,O=C(Nc1ccccc1)c1ccc(/C=C2\SC(=S)N(c3cccc(C(F)(F)F)c3)C2=O)cc1,BAO_0000019,B,,,0
CHEMBL488823,O=C(O)c1ccc(/C=C2\SC(=S)N(Cc3cccc(C(F)(F)F)c3)C2=O)cc1,BAO_0000019,B,,5.62,0
CHEMBL4636870,O=C(O)c1ccc(/C=C2\SC(=S)N(CCc3cccc(C(F)(F)F)c3)C2=O)cc1,BAO_0000019,B,,5.23,0
CHEMBL4649372,O=C(O)c1ccc(/C=C2\SC(=S)N(CCCc3cccc(C(F)(F)F)c3)C2=O)cc1,BAO_0000019,B,,5.37,0
CHEMBL4643594,O=C1/C(=C/c2ccc(-c3nnn[nH]3)cc2)SC(=S)N1Cc1cccc(C(F)(F)F)c1,BAO_0000019,B,,5.25,0
CHEMBL4647571,O=C1/C(=C/c2ccc(-c3nnn[nH]3)cc2)SC(=S)N1CCc1cccc(C(F)(F)F)c1,BAO_0000019,B,,5.19,0
CHEMBL4641361,O=C1/C(=C/c2ccc(-c3nnn[nH]3)cc2)SC(=S)N1CCCc1cccc(C(F)(F)F)c1,BAO_0000019,B,,5.31,0
CHEMBL4646548,CN1CCN(C(=O)c2ccc(/C=C3\SC(=S)N(Cc4cccc(C(F)(F)F)c4)C3=O)cc2)CC1,BAO_0000019,B,,,0
CHEMBL4644329,O=C(O)c1ccc(/C=C2\SC(=O)N(Cc3cccc(C(F)(F)F)c3)C2=O)cc1,BAO_0000019,B,,5.22,0
CHEMBL4632676,O=C1S/C(=C\c2ccc(-c3nnn[nH]3)cc2)C(=O)N1Cc1cccc(C(F)(F)F)c1,BAO_0000019,B,,5.25,0
CHEMBL4641183,O=C(O)c1ccc(/C=C2\SC(=S)N(Cc3cccc(OC(F)(F)F)c3)C2=O)cc1,BAO_0000019,B,,,0
CHEMBL4639758,O=C(O)c1ccc(/C=C2\SC(=S)N(Cc3cccc(F)c3)C2=O)cc1,BAO_0000019,B,,5.45,0
CHEMBL4646705,O=C(O)c1ccc(/C=C2\SC(=S)N(Cc3cccnc3)C2=O)cc1,BAO_0000019,B,,5.2,0
CHEMBL4647496,O=C(O)c1ccc(/C=C2\SC(=S)N(Cc3ccc(-c4ccccc4)cc3)C2=O)cc1,BAO_0000019,B,,5.12,0
CHEMBL4752523,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1nccs1,BAO_0000219,B,,,0
CHEMBL4752523,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1nccs1,BAO_0000219,B,,7.48,0
CHEMBL4752523,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1nccs1,BAO_0000219,B,,7.62,0
CHEMBL4752523,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1nccs1,BAO_0000219,B,,7.58,0
CHEMBL3183703,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1,BAO_0000219,B,,8.1,1
CHEMBL4792478,CC(C)(O)c1coc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1,BAO_0000219,B,,6.68,0
CHEMBL4758640,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1cccs1,BAO_0000219,B,,7.16,0
CHEMBL4756798,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1ccsc1,BAO_0000219,B,,7.02,0
CHEMBL4778322,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1ccncc1,BAO_0000219,B,,6.79,0
CHEMBL4744515,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1ccccn1,BAO_0000219,B,,6.0,0
CHEMBL4752523,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1nccs1,BAO_0000219,B,,7.46,0
CHEMBL4759516,Cc1csc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1,BAO_0000219,B,,7.12,0
CHEMBL4760079,Cc1cnc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)s1,BAO_0000219,B,,5.97,0
CHEMBL4756693,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1cncs1,BAO_0000219,B,,6.9,0
CHEMBL4795321,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1cscn1,BAO_0000219,B,,6.43,0
CHEMBL4742825,CC(C)(O)c1csc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1,BAO_0000219,B,,6.85,0
CHEMBL4753623,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1nc(CO)cs1,BAO_0000219,B,,6.51,0
CHEMBL4745667,CCSCc1csc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1,BAO_0000219,B,,7.03,0
CHEMBL4778164,CC[S+]([O-])Cc1csc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1,BAO_0000219,B,,6.61,0
CHEMBL4791679,CCS(=O)(=O)Cc1csc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1,BAO_0000219,B,,7.1,0
CHEMBL4758006,CN(C)C(=O)c1csc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1,BAO_0000219,B,,6.46,0
CHEMBL4763529,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1nc2ccccc2s1,BAO_0000219,B,,,0
CHEMBL4751187,Cc1c2c(c(NC(=O)NS(=O)(=O)/C=C/c3nccs3)c3c1CCC3)CCC2,BAO_0000219,B,,6.53,0
CHEMBL4755384,O=C(Nc1c2c(cc3c1OCC3)OCC2)NS(=O)(=O)/C=C/c1nccs1,BAO_0000219,B,,,0
CHEMBL4753197,CC(C)c1cccc(C(C)C)c1NC(=O)NS(=O)(=O)/C=C/c1nccs1,BAO_0000219,B,,,0
CHEMBL4745706,COc1cccc(OC)c1NC(=O)NS(=O)(=O)/C=C/c1nccs1,BAO_0000219,B,,,0
CHEMBL4797652,O=C(Nc1c(F)cccc1C(F)(F)F)NS(=O)(=O)/C=C/c1nccs1,BAO_0000219,B,,,0
CHEMBL4777050,O=C(Nc1cc(C(F)(F)F)ccc1C(F)(F)F)NS(=O)(=O)/C=C/c1nccs1,BAO_0000219,B,,,0
CHEMBL4748040,O=C(Nc1ccccc1C(F)(F)F)NS(=O)(=O)/C=C/c1nccs1,BAO_0000219,B,,,0
CHEMBL4782757,Cc1cc(C)c(C)c(NC(=O)NS(=O)(=O)/C=C/c2nccs2)c1C,BAO_0000219,B,,,0
CHEMBL4750616,CC(C)(O)c1coc(S(=O)(=O)[N-]C(=O)Nc2c3c(cc4c2CCC4)CCC3)c1.[Na+],BAO_0000219,B,,7.52,0
CHEMBL4786282,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2cccc3c2CCC3)c1,BAO_0000219,B,,,0
CHEMBL4797667,CC(C)(O)c1coc(S(=O)(=O)[N-]C(=O)Nc2ccccc2)c1.[K+],BAO_0000219,B,,,0
CHEMBL4741204,O=C([N-]S(=O)(=O)c1ccco1)Nc1c2c(cc3c1CCC3)CCC2.[K+],BAO_0000219,B,,6.35,0
CHEMBL4760323,O=C([N-]S(=O)(=O)c1ccccc1)Nc1c2c(cc3c1CCC3)CCC2.[Na+],BAO_0000219,B,,5.75,0
CHEMBL4795430,CS(=O)(=O)[N-]C(=O)Nc1c2c(cc3c1CCC3)CCC2.[Na+],BAO_0000219,B,,5.55,0
CHEMBL4748564,O=C(O)CC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,,0
CHEMBL4749848,COC(=O)CC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,,0
CHEMBL4756014,O=C(CS(=O)(=O)Nc1ccccc1)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,,0
CHEMBL4745189,O=C(CNS(=O)(=O)c1ccccc1)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,,0
CHEMBL4785852,O=C(O)CNC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,,0
CHEMBL4764712,COC(=O)CNC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,5.17,0
CHEMBL4795130,CCOC(=O)CNC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,5.8,0
CHEMBL4786342,CC(C)OC(=O)CNC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,5.75,0
CHEMBL4780080,CC(C)(C)OC(=O)CNC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,,0
CHEMBL4754580,CNC(=O)CNC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,,0
CHEMBL4784022,CN(C)C(=O)CNC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,,0
CHEMBL4755720,Cc1nc(CNC(=O)Nc2c3c(cc4c2CCC4)CCC3)no1,BAO_0000219,B,,,0
CHEMBL4744580,Cc1nnc(CNC(=O)Nc2c3c(cc4c2CCC4)CCC3)o1,BAO_0000219,B,,,0
CHEMBL4765040,CCOC(=O)CNC(=O)Nc1c2c(cc3c1CCC3)CCCC2,BAO_0000219,B,,,0
CHEMBL4789355,CCOC(=O)CNC(=O)Nc1cc2c(c3c1CCCC3)CCC2,BAO_0000219,B,,5.51,0
CHEMBL4797478,CCOC(=O)CNC(=O)Nc1c2c(c(Cl)c3c1CCC3)CCC2,BAO_0000219,B,,,0
CHEMBL4783425,CCOC(=O)CNC(=O)Nc1c2c(nc3c1CCC3)CCC2,BAO_0000219,B,,,0
CHEMBL4749410,COC(=O)CNC(=O)Nc1c(C(C)C)cccc1C(C)C,BAO_0000219,B,,,0
CHEMBL4764240,CCOC(=O)CNC(=O)Nc1c(C)cccc1C,BAO_0000219,B,,,0
CHEMBL1980395,CCOC(=O)CNC(=O)NC12CC3CC(CC(C3)C1)C2,BAO_0000219,B,,,0
CHEMBL4741383,CCOC(=O)CNC(=O)NC(c1ccccc1)c1ccccc1,BAO_0000219,B,,,0
CHEMBL4750067,COC(=O)C(C)(C)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,,0
CHEMBL4744726,COC(=O)C(Cc1ccccc1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,4.85,0
CHEMBL4742164,COC(=O)[C@H](Cc1ccccc1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,,0
CHEMBL4757956,COC(=O)[C@@H](Cc1ccccc1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,5.21,0
CHEMBL4762837,COC(=O)C(CCc1ccccc1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,,0
CHEMBL4794211,COC(=O)C(Cc1ccccc1O)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,5.6,0
CHEMBL4757554,COC(=O)C(Cc1cccc(O)c1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,5.7,0
CHEMBL4799541,COC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,5.57,0
CHEMBL4795765,COC(=O)[C@@H](Cc1cccc(C#N)c1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,5.82,0
CHEMBL4764722,COC(=O)[C@@H](Cc1ccc(C#N)cc1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,5.82,0
CHEMBL4746193,COC(=O)[C@@H](Cc1ccccn1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,5.38,0
CHEMBL4762524,COC(=O)[C@@H](Cc1cccnc1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,5.82,0
CHEMBL4740907,COC(=O)[C@@H](Cc1ccncc1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,,0
CHEMBL4748876,CCOC(=O)C(Cc1ccncn1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,5.17,0
CHEMBL4786071,COC(=O)[C@@H](Cc1cncnc1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,5.35,0
CHEMBL4760013,COC(=O)[C@@H](Cc1cccnn1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,5.48,0
CHEMBL4744586,CCOC(=O)C(Cc1ccnnc1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,5.22,0
CHEMBL4780624,CCOC(=O)[C@@H](Cc1ncccn1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,7.44,0
CHEMBL4790034,CCOC(=O)[C@@H](Cc1cnccn1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,7.52,0
CHEMBL4750616,CC(C)(O)c1coc(S(=O)(=O)[N-]C(=O)Nc2c3c(cc4c2CCC4)CCC3)c1.[Na+],BAO_0000221,B,,5.54,0
CHEMBL4780624,CCOC(=O)[C@@H](Cc1ncccn1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000221,B,,6.8,0
CHEMBL4790034,CCOC(=O)[C@@H](Cc1cnccn1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000221,B,,6.43,0
CHEMBL4750616,CC(C)(O)c1coc(S(=O)(=O)[N-]C(=O)Nc2c3c(cc4c2CCC4)CCC3)c1.[Na+],BAO_0000219,B,,7.55,0
CHEMBL4780624,CCOC(=O)[C@@H](Cc1ncccn1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,7.48,0
CHEMBL4790034,CCOC(=O)[C@@H](Cc1cnccn1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,BAO_0000219,B,,6.7,0
CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,BAO_0000221,B,,4.62,0
CHEMBL4782189,COc1c(/C=C/C(=O)c2ccccc2)cc(OC)c2occc12,BAO_0000221,B,,5.89,0
CHEMBL4798966,CC1=C2CC[C@@](C)(O)[C@@H]2[C@H]2OC(=O)[C@@H](CN(C)CCCOc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)[C@@H]2CC1,BAO_0000219,B,,5.64,0
CHEMBL4781662,CC1=C2CC[C@@](C)(O)[C@@H]2[C@H]2OC(=O)[C@@H](CN(C)CCOc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)[C@@H]2CC1,BAO_0000219,B,,5.77,0
CHEMBL4756259,C/C1=C\CC[C@]2(C)O[C@@H]2[C@H]2OC(=O)[C@@H](CN(C)CCCOc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)[C@@H]2CC1,BAO_0000219,B,,5.66,0
CHEMBL4740148,C/C1=C\CC[C@]2(C)O[C@@H]2[C@H]2OC(=O)[C@@H](CN(C)CCOc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)[C@@H]2CC1,BAO_0000219,B,,6.0,0
CHEMBL449579,C=C1C(=O)O[C@H]2[C@H]1CCC(C)=C1CC[C@@](C)(O)[C@@H]12,BAO_0000219,B,,5.23,0
CHEMBL299112,O=S(=O)(c1ccccc1)c1no[n+]([O-])c1S(=O)(=O)c1ccccc1,BAO_0000219,B,,5.72,0
CHEMBL4781244,C=C1C(=O)O[C@@H]2[C@H]3O[C@@]3(C)CC/C=C(\C)CC[C@@H]12,BAO_0000219,B,,5.75,0
CHEMBL3183703,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1,BAO_0000221,B,,8.09,1
CHEMBL4796009,CS(=O)(=O)N1CCCc2ccc(N(S(=O)(=O)c3ccccc3[N+](=O)[O-])S(=O)(=O)c3ccccc3[N+](=O)[O-])cc21,BAO_0000221,B,,4.86,0
CHEMBL4795253,CC(=O)c1ccc(S(=O)(=O)N(c2ccc3c(c2)N(S(C)(=O)=O)CCC3)S(=O)(=O)c2ccc(C(C)=O)cc2)cc1,BAO_0000221,B,,5.11,0
CHEMBL4792984,CS(=O)(=O)N1CCCc2ccc(N(S(=O)(=O)c3ccc(-c4ccccc4)cc3)S(=O)(=O)c3ccc(-c4ccccc4)cc3)cc21,BAO_0000221,B,,4.83,0
CHEMBL4786963,CC(C)(C)c1ccc(S(=O)(=O)N(c2ccc3c(c2)N(S(C)(=O)=O)CCC3)S(=O)(=O)c2ccc(C(C)(C)C)cc2)cc1,BAO_0000221,B,,5.01,0
CHEMBL4798266,CCCCS(=O)(=O)N(c1ccc2c(c1)N(S(C)(=O)=O)CCC2)S(=O)(=O)CCCC,BAO_0000221,B,,4.83,0
CHEMBL4781934,CS(=O)(=O)N1CCCc2ccc(N(S(=O)(=O)CCN3C(=O)c4ccccc4C3=O)S(=O)(=O)CCN3C(=O)c4ccccc4C3=O)cc21,BAO_0000221,B,,4.93,0
CHEMBL3183703,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1,BAO_0000221,B,,8.09,1
CHEMBL4854135,CC(C)c1cccc2c1CC(=O)NS(=O)(=O)c1nn(cc1F)C(C)(C)COc1cc-2ccn1,BAO_0000221,B,,,0
CHEMBL4849674,CC(C)c1cccc2c1CC(=O)NS(=O)(=O)c1cnn(c1)C(C)(C)COc1cc-2ccn1,BAO_0000221,B,,,0
CHEMBL4866852,CC(C)c1cc(F)cc2c1CC(=O)NS(=O)(=O)c1cnn(c1)C(C)(C)COc1cc-2ccn1,BAO_0000221,B,,,0
CHEMBL4874656,COc1cn2nc1S(=O)(=O)NC(=O)Cc1c(cccc1C(C)C)-c1ccnc(c1)OCC2(C)C,BAO_0000221,B,,,0
CHEMBL4850095,CC(C)c1cccc2c1CC(=O)NS(=O)(=O)c1cnn(c1)C1(CC1)COc1cc-2ccn1,BAO_0000221,B,,,0
CHEMBL4862114,CC(C)c1cc(F)c(F)c2c1CC(=O)NS(=O)(=O)c1nn(cc1F)C(C)(C)COc1cc-2ccn1,BAO_0000221,B,,,0
CHEMBL4861331,CC(C)c1cc(F)c(F)c2c1CC(=O)NS(=O)(=O)c1cnn(c1)C(C)(C)COc1cc-2ccn1,BAO_0000221,B,,,0
CHEMBL4859990,CC(C)c1c(F)c(F)cc2c1CC(=O)NS(=O)(=O)c1cnn(c1)C(C)(C)COc1cc-2ccn1,BAO_0000221,B,,,0
CHEMBL4854135,CC(C)c1cccc2c1CC(=O)NS(=O)(=O)c1nn(cc1F)C(C)(C)COc1cc-2ccn1,BAO_0000221,B,,,0
CHEMBL4849674,CC(C)c1cccc2c1CC(=O)NS(=O)(=O)c1cnn(c1)C(C)(C)COc1cc-2ccn1,BAO_0000221,B,,,0
CHEMBL4866852,CC(C)c1cc(F)cc2c1CC(=O)NS(=O)(=O)c1cnn(c1)C(C)(C)COc1cc-2ccn1,BAO_0000221,B,,,0
CHEMBL4874656,COc1cn2nc1S(=O)(=O)NC(=O)Cc1c(cccc1C(C)C)-c1ccnc(c1)OCC2(C)C,BAO_0000221,B,,,0
CHEMBL4850095,CC(C)c1cccc2c1CC(=O)NS(=O)(=O)c1cnn(c1)C1(CC1)COc1cc-2ccn1,BAO_0000221,B,,,0
CHEMBL4862114,CC(C)c1cc(F)c(F)c2c1CC(=O)NS(=O)(=O)c1nn(cc1F)C(C)(C)COc1cc-2ccn1,BAO_0000221,B,,,0
CHEMBL4861331,CC(C)c1cc(F)c(F)c2c1CC(=O)NS(=O)(=O)c1cnn(c1)C(C)(C)COc1cc-2ccn1,BAO_0000221,B,,,0
CHEMBL4859990,CC(C)c1c(F)c(F)cc2c1CC(=O)NS(=O)(=O)c1cnn(c1)C(C)(C)COc1cc-2ccn1,BAO_0000221,B,,,0
CHEMBL4538032,C=C(Cc1ccccc1Cl)C(=O)NCCc1ccc(S(N)(=O)=O)cc1,BAO_0000357,B,,4.13,1
CHEMBL3183703,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1,BAO_0000219,B,,7.89,0
CHEMBL5184899,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccc(Cl)c2nonc12,BAO_0000219,B,,6.84,0
CHEMBL5184033,CN(C)c1ccc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c2nonc12,BAO_0000219,B,,7.22,0
CHEMBL5179909,CC(C)(C)OC(=O)NC1CN(c2ccc(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)c3nonc23)C1,BAO_0000219,B,,6.02,0
CHEMBL5184563,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccc(N2CCOCC2)c2nonc12,BAO_0000219,B,,6.97,0
CHEMBL5189690,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccc(N2C[C@@H]3[C@@H](CO)[C@@H]3C2)c2nonc12,BAO_0000219,B,,6.19,0
CHEMBL5188246,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccc(N2CC3CCC(C2)O3)c2nonc12,BAO_0000219,B,,6.61,0
CHEMBL5183540,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccc(NC2CC(F)(F)C2)c2nonc12,BAO_0000219,B,,6.61,0
CHEMBL5170114,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccc(N2CCN(CCO)CC2)c2nonc12,BAO_0000219,B,,5.62,0
CHEMBL5207305,CN(C)[C@@H]1CCCC[C@H]1N(C)c1ccc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c2nonc12,BAO_0000219,B,,6.2,0
CHEMBL5188490,CSc1ccc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c2nonc12,BAO_0000219,B,,7.21,0
CHEMBL5207084,CN(C)c1cccc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cccc12,BAO_0000219,B,,5.04,0
CHEMBL5207889,CN(C)c1ccc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c2nsnc12,BAO_0000219,B,,7.31,0
CHEMBL5187589,CN(C)c1ccc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c2n[se]nc12,BAO_0000219,B,,7.0,0
CHEMBL5180041,O=C(Cc1ccc2cc[nH]c2c1)Nc1cccc(O)c1,BAO_0000219,B,,7.11,0
CHEMBL5180066,O=C(Cn1ccc2ccccc2c1=O)Nc1cccc(O)c1,BAO_0000219,B,,5.3,0
CHEMBL5181056,O=C(Cc1ccc2ncccc2c1)Nc1cccc(O)c1,BAO_0000219,B,,,0
CHEMBL5197232,O=C(Cc1ccc2c(c1)CCO2)Nc1cccc(O)c1,BAO_0000219,B,,,0
CHEMBL5205740,O=C(Cc1ccc2c(c1)OCO2)Nc1cccc(O)c1,BAO_0000219,B,,,0
